StockCode,Description,ProductRevenue,ProductDemandFrequency
90002E,Flower Burst Silver Ring Green,56.25,8
84875A,Pink Square Compact Mirror,56.25,11
47344B,Blue Flower Des Purse,56.16,10
35817B,"Acrylic Jewel Snowflake,Blue",56.129999999999995,2
90100,Necklace+Bracelet Set Pink Daisy,56.1,9
85023A,Crystal Large Jewelled Photo Frame,56.1,10
35001B,Hand Open Shape Black,55.84,5
85080,Padded Red Heart Decoration,55.76,22
84562B,Blue/White Ribbed Melamine Jug,55.650000000000006,5
84891B,Green Wire Goblet Candleholder,55.65,5
85151,Welcome Metal Sign,55.0,8
90043,Copper And Brass Bag Charm,54.510000000000005,6
90019B,Gold M.O.P Orbit Bracelet,54.45,7
20820,Silver Looking Mirror,54.45,8
90138,White/Pink Mini Crystals Necklace,54.45,5
84539,Knitted Rabbit Doll,54.449999999999996,9
90084,Pink Crystal Guitar Phone Charm,54.4,9
46115B,Green Pop Art Mao Cushion Cover,54.34,22
90065B,Black Vint Art Dec Crystal Bracelet,54.0,6
79406,Frosted White Base,53.900000000000006,15
90211A,Diamond Las Vegas Necklace 45Cm,53.550000000000004,5
90190A,Silver/Crystal Drop Earrings W Leaf,53.10000000000001,8
90130A,White Stone/Crystal Earrings,53.10000000000001,6
90168,2 Daisies Hair Comb,53.10000000000001,3
35816B,"Acrylic Jewel Angel,Blue",52.93,2
35910B,Pink Flowers Rabbit Easter,52.65,6
90214R,"Letter ""R"" Bling Key Ring",52.519999999999996,19
90039C,Fire Polished Glass Bracelet Black,52.5,3
84845C,Carnation Square Handy Tin,52.5,14
78027,Seagrass S/2 Corner Laundry,51.9,3
84845D,Geranium Square Handy Tin,51.25,11
84402B,Purple Dress Jewellery Stand,51.14,4
35840,Flat Glass  Bauble White Flock,51.0,5
90165B,White Rosebud  Pearl Earrings,51.0,6
90020,Filigree Diamante Chain,51.0,2
90016C,Silver/Black Pendant Orbit Necklace,51.0,4
20964,Polyester Filler Pad 60X40Cm,51.0,6
84612B,Set/4 Black  Baroque Flock Coaster,51.0,4
90024C,New Baroque B'Fly Necklace Green,51.0,5
85069,Cream Sweetheart Double Shelf,50.849999999999994,1
20958,Porcelain Hanging Bell Large,50.7,9
72083A,Strawbery Swirl Flare Candle,50.400000000000006,7
22657,Hen & 2 Chicks In Basket,50.15,7
90125B,Aqua Bertie Glass Bead Bag Charm,50.099999999999994,6
90214H,"Letter ""H"" Bling Key Ring",50.019999999999996,23
37462B,"Pet Mug, Budgie",49.980000000000004,5
90019C,Silver Black Orbit Bracelet,49.5,7
90079,Vintage Enamel & Crystal Necklace,49.5,5
90142D,Mop Pendant Shell Necklace,49.5,4
90206A,Gold Diamante Star Brooch,49.5,6
84537B,Fairy Cakes Gift Bag,49.14,11
90214N,"Letter ""N"" Bling Key Ring",48.769999999999996,18
90212C,Purple Las Vegas Bracelet Round,48.75,5
90039B,Fire Polished Glass Bracelet Montan,48.75,3
90038C,Glass And Beads Bracelet Ivory,48.75,3
90051,Cracked Glaze Necklace Red,48.65,4
90214P,"Letter ""P"" Bling Key Ring",48.5,18
90104,Purple Frangipani Hairclip,48.449999999999996,11
72771B,Burg Flock Gold Cup/Candle,48.3,6
90031,Bili Nut And Wood Necklace,48.0,5
84608,Ornate Edwardian Candle Holder,47.7,4
84599,Candy Stripe Rose Floor Cushion,47.7,2
21347,Gothic Carriage Lantern,47.6,4
90179A,Amber Fine Bead Necklace W Tassel,47.6,5
72129,Columbian Candle Round,47.45,17
90214B,"Letter ""B"" Bling Key Ring",47.23,16
20895,Vintage Notebook French Letter,47.20000000000001,4
35909B,Pink Flowers Rabbit Easter,47.2,6
90177C,Drop Diamante Earrings Crystal,47.2,6
84227,Hen House W Chick In Nest,47.04,13
35603C,Set/16 White Shiny & Matt Baubles,47.04,22
16201B,Pastel Blue Photo Album,46.8,2
20988,Trellis Flower Chopsticks Set/5,46.8,9
84857B,Blue Monte Carlo Handbag,46.8,1
84582,Pink Crochet Cat With Scarf,46.75,9
84705D,Cherry Blossom Photo Frame,46.5,3
47341A,Fuschia Table Run Flower,46.25,7
84626,Candy Stripe Rose Quilt,45.95,1
90037A,Tiny Crystal Bracelet Red,45.9,4
72024U,Lilac Votive Candle,45.78,10
90012B,Black Drop Crystal Necklace,45.35000000000001,3
84746,Pink Easter Hens+Flower,45.0,8
16161C,Wrap Speed Demons,45.0,2
21685,Medina Stamped Metal Tray,44.849999999999994,2
90074,Black Diamond Cluster Necklace,44.75,4
90135A,Orange/Fuschia Stones Necklace,44.550000000000004,2
90197D,Amber Glass Bracelet Heart Charms,44.550000000000004,4
85081,Padded Holly Christmas Decoration,44.49,20
90130B,Turq Stone/Crystal Earrings,44.25000000000001,4
84586L,"Pink Roses/Gingham Patch Rabbit 8""",44.25000000000001,9
35085E,Ivory Rose Lampshade,44.25,9
90177B,Drop Diamante Earrings Black Diamon,44.25,5
84447,6 Rabbit Chain Easter,44.199999999999996,7
84251B,"Greeting Card, Sticky Gordon",43.88999999999999,22
84292B,Blue Col Metal Folding Chair,43.85,4
79063C,"Retro Pill Box Key Chain,The King",43.65,14
90101,White Frangipani Necklace,43.35,5
90037C,Tiny Crystal Bracelet Blue,43.35,4
18097A,Pink Tall Porcelain T-Light Holder,43.349999999999994,12
35916A,Yellow Felt Hanging Heart W Flower,43.349999999999994,7
35822P,"Acrylic Bead Chain, Pink",43.32,1
79026B,"S/4 Icon Coaster,Elvis Lives",43.11,22
90059D,Diamante Hair Grip Pack/2 Peridot,42.900000000000006,5
72796B,S/3 French Vanilla Squ Candle,42.9,11
90214I,"Letter ""I"" Bling Key Ring",42.519999999999996,12
72724,Set/6 Christmas Icicle T-Lights,42.5,9
90024A,New Baroque B'Fly Necklace Black,42.5,4
90214T,"Letter ""T"" Bling Key Ring",42.23,12
90050,Cracked Glaze Necklace Ivory,41.7,2
90152C,Blue/Nat Shell Necklace W Pendant,41.650000000000006,4
90060C,Fire Polished Glass Neckl Silver,41.65,3
90179B,Purple Fine Bead Necklace W Tassel,41.65,5
84611B,Black New Baroque Flock Box,41.65,4
85184B,Set 4 Easter Decoupage Oval Boxes,41.300000000000004,7
37477B,"Flower Fairy Mug+Coaster,Lavender",41.25,8
90064A,White Vintage Crystal Earrings,41.25,4
23448,Cream Bunny Easter Egg Basket,41.24999999999999,3
35644,Pair Pink/Black Coathangers,40.95,7
90174,Butterfly Hair Band,40.800000000000004,4
44228,Cannabis Leaf Bead Curtain,40.8,3
84798C,White Foxglove Artiifcial Flower,40.8,3
35071,Assorted Santa Christmas Decoration,40.8,5
17014C,Origami Lavender Incense Cones,40.32,1
20994,Jazz Hearts Spiral Notepad,39.95,12
20860,Gold Cosmetics Bag With Butterfly,39.900000000000006,10
47013A,Wine Bottle Dressing Lt.Blue,39.87,25
79065A,Teatime Round Cake Tins,39.8,1
90059C,Diamante Hair Grip Pack/2 Montana,39.6,7
72798C,Set/4 Garden Rose Dinner Candle,39.599999999999994,11
84551,Crochet Dog Keyring,39.599999999999994,6
20870,Opulent Velvet Candle In Box,39.300000000000004,4
82545A,Cognac Aux Oeufs Metal 1 Hook,38.75,11
35963,Folkart Zinc Clip On Angel Wings,38.379999999999995,11
90042B,Freshwater Pearl Bracelet Pink,38.25,5
20905,Vintage Keepsake Box Beauty Girl,38.1,3
23038,T-Light Holder Silver Saucer,38.03,6
90038B,Glass And Painted Beads Bracelet Ol,37.5,2
35233,Pasta Enamel/Brass Container,37.5,8
90176A,Classic Diamante Necklace Jet,37.5,3
90003E,Green Pair Heart Hair Slides,37.5,3
37379A,Pink Cherry Blossom Cup & Saucer,37.5,5
90140,Pink Sweetie Necklace,37.5,3
79413,Glass Wine Glass Decorations,37.5,9
84705F,Red Peony Photo Frame,37.2,5
82069,Beech Wood P/Frame,36.25,2
16162M,The King Gift Bag 25X24X12Cm,36.12,12
90075,Montana Diamond Cluster Necklace,35.8,3
90169,Daisy Hair Comb,35.7,3
90060B,Fire Polished Glass Neckl Gold,35.7,4
90067B,Brown Vintage Victorian Earrings,35.400000000000006,2
90134,Old Rose Combo Bead Necklace,35.400000000000006,2
90027D,Glass Bead Hoop Earrings Amethyst,35.400000000000006,6
35815B,"Acrylic Jewel Snowflake,Blue",35.34,2
90083,Crystal Czech Cross Phone Charm,34.94,8
84745B,Blue Hanging Gingham Easter Hen,34.86,17
84868B,Blue Baby Boy'S Memory Box,34.75,4
79063D,"Retro Pill Box , Revolutionary",34.72,10
90141E,Orange Pendant Triple Shell Necklac,34.65,3
84546,Crochet Poodle Keyring,34.65,3
90141C,Turq Pendant Triple Shell Necklace,34.65,4
90059F,Diamante Hair Grip Pack/2 Lt Rose,34.65,5
90059E,Diamante Hair Grip Pack/2 Ruby,34.65,7
90141A,Green Pendant Triple Shell Necklace,34.65,4
35955,Small Folkart Christmas Tree Dec,34.62,4
72715,Spherical Ivory Candle,34.44,12
44265,M/Colour Pom-Pom Curtain,34.0,4
37489A,Yellow/Pink Flower Design Big Mug,33.93,21
90066A,Pink Vintage Victorian Choker,33.75,2
37112,Yellow Birds Felt Des Foodcover,33.75,4
17014E,Origami Opium Incense Cones,33.3,4
37348,Set Of 4 Pastel Stacking Mugs,33.15,6
47013C,Wine Bottle Dressing Dark Blue,33.05,22
20879,Tree Of Noah Festive Scented Candle,32.5,8
35916B,Blue Felt Hanging Heart W Flower,31.449999999999996,5
20953,Porcelain Cherub Bell Large,31.349999999999998,7
90103,Purple Frangipani Necklace,30.6,5
90165A,Pink Rosebud Pearl Earrings,30.6,2
16050,Teatime Pencil With Rubber,30.5,4
90126A,Pink Bertie Mobile Phone Charm,30.42,3
37489B,Blue/Yellow Flower Design Big Mug,30.419999999999998,17
84745A,Pink Hanging Gingham Easter Hen,30.240000000000002,15
90163B,White Rosebud & Pearl Necklace,30.0,2
47563B,Waveline Surf Ironing Board Cover,30.0,6
90022,Edwardian Drop Earrings Jet Black,30.0,4
21767,French Style Wire Door Cabinet,29.95,1
90136,Pale Pink/Amethyst Stone Necklace,29.849999999999998,2
90001B,Antique Mid Blue Flower Earrings,29.75,4
90152B,Blue/Green Shell Necklace W Pendant,29.75,4
90059A,Diamante Hair Grip Pack/2 Crystal,29.700000000000003,3
90135,Orange/Wht/Fuschia Stones Necklace,29.700000000000003,1
90081B,Lily Brooch White/Silver Colour,29.7,2
90197B,Black Glass Bracelet W Heart Charms,29.7,2
90141B,Ivory Pendant Triple Shell Necklace,29.7,2
35598A,Dusty Pink Christmas Tree 60Cm,29.500000000000004,3
84450B,Yellow Rabbit Sat Easter,29.4,7
78034B,Blue Netting Storage Hanger,29.25,9
37489D,Pink/Green Flower Design Big Mug,28.86,20
90126C,Amber Bertie Mobile Phone Charm,28.73,2
44089C,Lilac Gauze Butterfly Lampshade,28.56,18
37462E,"Pet Mug, Goldfish",28.27,9
40005B,Blue Organdy Round Lampshade W Bea,28.05,13
84456,Set Of 3 Rabbit Egg Easter,28.049999999999997,12
85079,Embroidered Reindeer Decoration,28.0,6
21267,Vintage Pink Tinsel Reel,27.3,4
90214O,"Letter ""O"" Bling Key Ring",27.23,13
21097,Set/6 Green Spring  Paper Plate,27.2,7
23702,High Resolution Image,27.0,3
84864A,Pink Paisley Photo Album,27.0,3
90181A,Amber Glass/Shell/Pearl Necklace,26.849999999999998,3
90011B,Black Crystal Drop Earrings,26.550000000000004,4
90202B,White Enamel Flower Hair Tie,26.550000000000004,3
90202C,Green Enamel Flower Hair Tie,26.550000000000004,4
37491C,Green/Blue Ceramic Candle Holder,26.4,7
90205A,Large Mint Diamante Hairslide,26.4,6
84876C,Silver Heart Compact Mirror,26.25,4
90039A,Fire Polished Glass Bracelet Red,26.25,2
90024F,New Baroque B'Fly Necklace Crystal,25.5,2
90001C,Antique Opal White Flower Earrings,25.5,5
35597D,Pink/White Christmas Tree 30Cm,25.28,7
84251J,"Greeting Card, The Black Cat",25.2,4
84251C,"Greeting Card, Two Sisters.",25.08,14
17013F,Origami Sandlewood Incense In Tube,25.05,4
90139,Flower Brooch 4 Assorted Colours,24.75,3
90059B,Diamante Hair Grip Pack/2 Black Dia,24.75,4
35633B,Blue Tinsel Garland,24.7,12
35596,Wood Xmas Tree 9 Fig Shelves,24.65,4
37468,Hardman Mug 3 Assorted,24.57,12
10124A,Spots On Red Bookcover Tape,24.36,18
47504J,English Rose Set/3 Garden Tools,23.85,2
90152A,Silver/Nat Shell Necklace W Pendant,23.8,4
84575B,Brown Dog Cannister W Bone,23.8,3
90214F,"Letter ""F"" Bling Key Ring",23.77,13
17014F,Origami Sandlewood Incense Cones,23.699999999999996,4
90177E,Drop Diamante Earrings Green,23.6,3
90012A,Midnight Blue Drop Crystal Necklace,23.6,2
90182C,Black 3 Bead Drop Earrings,23.6,2
90202A,Purple Enamel Flower Hair Tie,23.6,3
18010,Assorted Fragrance Bath Confetti,23.52,6
47552A,Dots Ironing Board Cover,23.4,11
37491D,Purple/Blue Ceramic Candle Holder,23.099999999999998,5
90176B,Diamante Necklace Black,22.5,2
90176E,Diamante Necklace Green,22.5,2
37477C,"Flower Fairy Mug+Coaster,Rose",22.5,1
90189B,Gold 2 Strand Necklace-Leaf Charms,22.5,2
35597B,Blackchristmas Tree 30Cm,22.5,6
84415A,Pink Flock Suede Cushion Cover,22.5,3
85225,Bling Key Ring Stand,22.5,11
35611B,Black Assorted Droplet Decoration,22.419999999999998,2
35652,Vintage Bead Chaise Long Jewel Box,21.5,2
84387A,Bird On Branch Canvas Screen,21.45,1
90128B,Blue Leaves And Beads Phone Charm,21.25,5
90128A,Pink Leaves And Beads Phone Charm,21.25,5
21387,Ivory Hanging Decoration  Rabbit,21.25,4
35591T,Turquoise Christmas Tree,21.25,9
90214Y,"Letter ""Y"" Bling Key Ring",21.15,5
23692,Wrap A Pretty Thank You,21.0,2
90052,Cracked Glaze Necklace Brown,20.85,1
90177A,Classic Diamante Earrings Jet,20.650000000000002,2
90027B,Glass Bead Hoop Earrings Montana,20.650000000000002,4
72771C,Black Flock Gold Candle,20.580000000000002,4
79172D,Purple Tint Acrylic Flower Vase,20.4,4
90118,Pink Daisy Bag Charm,20.4,3
84529B,Blue Knitted Kid'S Rucksack,20.25,2
44091C,Multicolour Crusoe Check Lampshade,20.16,10
35603B,S/16 Black Shiny/Mat Baubles,20.16,1
90187B,Green Drop Earrings W Bead Cluster,20.1,2
84415B,Blue Flock Cushion Cover,20.0,3
17091F,Sandalwood Incense In Tin,20.0,6
78056,Camouflage Backpack On Wheels,19.9,1
90034,White Silver Necklace Shell Glass,19.9,2
84570B,White Satin Dress Jewel Stand,19.8,2
46307,Roses Blue Base Cushion Cover,19.8,4
84550,Crochet Lilac/Red Bear Keyring,19.8,4
22351,Dotcomgiftshop Tea Towel,19.799999999999997,1
37488A,Yellow Pink Flower Design Big Bowl,19.770000000000003,5
37487B,Yellow/Orange Flower Design Plate,19.72,2
20680,Pink Flowers Childs Umbrella,19.5,4
79062D,"Retro Tin Ashtray,Revolutionary",19.4,4
84450A,Pink Rabbit Sitting Easter,19.32,4
84340,Large Fibre Optic Christmas Tree,19.08,6
81950V,Flower Purple Clock W/Sucker,18.799999999999997,10
84030B,Knitted Pom Pom Hot Water Bottle,18.75,3
84732B,Cute Bird Ceature Screen,18.48,6
84311,Camoflage Cushion Cover,18.15,1
72796A,S/3 English Lavender Squ Candle,18.15,5
84614C,Blue Baroque Flock Candle Holder,17.85,1
18097B,Blue Tall Porcelain T-Light Holder,17.85,3
90095,Necklace+Bracelet Set Pink Blossom,17.85,2
44092C,Purple/Copper Hanging Lampshade,17.849999999999998,8
71050,Small Single Flame Candle Holder,17.849999999999998,8
90011C,Green Crystal Drop Earrings,17.700000000000003,1
90027A,Glass Bead Hoop Earrings Black,17.700000000000003,3
90130D,Red Stone/Crystal Earrings,17.700000000000003,1
37489C,Green/Blue Flower Design Big Mug,17.55,10
90128C,Green Leaves And Beads Phone Charm,17.5,3
20887,Box Of 6 Pebble Candles,17.25,4
90001A,Antique Raspberry Flower Earrings,17.0,3
72805,Vanilla Candle In Embossed Zinc Pot,16.9,3
72785A,S/4 Contempory Pink Rosebud Candles,16.8,4
21511,Vintage Collage  Greeting  Card,16.8,2
37491B,Blue/Yellow Ceramic Candle Holder,16.5,5
44089A,Pink Gauze Butterfly Lampshade,16.38,12
84630,Flowers And Birds Wall Plaque,15.9,1
20891,Large Glass Rose Scented Candle,15.9,1
35932,Pink Christmas Tree Decoration,15.629999999999999,10
90037D,Tiny Crystals Bracelet Black,15.3,1
90076,Montana Diamond Cluster Earrings,15.3,1
37481,Cubic Mug Teatime Cakes,15.3,1
17174,Asstd Rasta Key-Chains,15.120000000000001,7
84206A,3 Black Cats W Hearts Blank Card,15.01,9
23449,Set Of 6 Easter Rainbow Chicks,15.0,1
90127A,Pink Beads+Hand Phone Charm,15.0,1
20890,Small Glass Rose Scented Candle,15.0,1
21475,Sweetheart Cream Steel Foldin Chair,14.95,1
35650,Vintage Bead Pink Jewel Stand,14.850000000000001,3
84567,Frosted Glass With Silver Surround,14.85,1
90141D,Rose Pendant Triple Shell Necklace,14.85,1
SP1002,Kid'S Chalkboard/Easel,14.75,2
90214V,"Letter ""V"" Bling Key Ring",14.73,9
90102,White Frangipani Hair Clip,14.45,3
62074B,Elephant Clip W Suction Cup,14.28,11
84868A,Pink Baby Girl'S Memory Box,13.9,2
16245A,Pink Mini Stationery Set W Case,13.75,7
90171,Daisy Ring,13.75,2
35936,Cerise+Gold Christmas Tree Dec,13.68,9
21525,Beware Of The Cat Doormat,13.5,2
10124G,Army Camo Bookcover Tape,13.44,9
62097B,Blue Stripes Shoulder Bag,13.37,4
72752B,"F.Fairy,Candle In Glass,Lavender",12.75,2
84648,New Baroque Wall Mirror,12.75,1
44092B,Blue White Plastic Rings Lampshade,12.75,6
21772,Vintage Metal Cake Stand Cream,12.75,1
90033,Ivory Shell Heart Earrings,12.75,2
85115B,S/4 Black Disco Partition Panel,12.75,1
35443,Rasta In Bath W Spliff Ashtray,12.75,9
85083,Kiss Reindeer Scandinavian Stocking,12.75,2
20812,Embossed Flower Trellis Photo Frame,12.75,3
35751C,Purple Current Candle Ring,12.61,2
51012L,"Feather Duster, Light Pink",12.5,6
35918B,Blue Floribunda Egg Warmer,12.5,5
35597A,Dusty Pink Christmas Tree 30Cm,12.5,4
79149B,Silicon Star Bulb  Blue,12.18,12
44242A,Lilac Feathers Curtain,11.98,2
85185E,Duck Sock Puppet,11.8,2
90027C,Glass Bead Hoop Earrings Green,11.8,2
84814B,Rhombus Crystal Perfume Bottle,11.7,2
37491A,Yellow/Pink Ceramic Candle Holder,11.549999999999999,5
84743C,Orange Felt Vase + Flowers,11.25,5
90025E,Baroque Butterfly Earrings Montana,11.25,3
17011B,Origami Jasmine Incense+Flower,11.100000000000001,2
72785B,S/4 Contempory Red Rosebud Candles,10.9,3
84732D,Cute Rabbit Ceature Screen,10.89,6
16169G,Wrap Romantic Decoupage,10.5,1
17084G,Moon Incense,10.5,2
21496,Woodland Creatures  Wrap,10.5,1
90041,Pearl And Cherry Quartz Braclet,10.5,2
16169A,Wrap Christmas Decoupage,10.5,1
20939,Orange Candle,10.2,1
90214Z,"Letter ""Z"" Bling Key Ring",9.73,5
81953P,Round Articulated Pink Clock W/Suck,9.57,6
20822,Silver Wine Goblet,9.3,1
23441,Hand Painted Hanging Easter Egg,9.24,3
72708,Sculpted Round Ivory Candle,9.24,5
18098B,Blue Porcelain B'Fly Oil Burner,8.850000000000001,3
35598C,White Christmas Tree 60Cm,8.850000000000001,3
71496B,A4 Wall Tidy Red Flowers,8.67,6
84572,6 Hook Jewel Stand Lilac Dress,8.49,1
90188,Drop Earrings W Flower & Leaf,7.6499999999999995,3
44091A,Blue Crusoe Check Lampshade,7.56,6
90025C,Baroque Butterfly Earrings Green,7.5,2
46037A,Pink Canvas Des Cushion Cover,7.5,2
84366,Vendetta Canvas Picture,7.5,2
90025D,Baroque Butterfly Earrings Pink,7.5,2
90025F,Baroque Butterfly Earrings Crystal,7.5,2
90025A,Baroque Butterfly Earrings Black,7.5,2
20942,Set/6 Gingerbread Tree T-Lights,7.5,4
82011E,"Bathroom Scales, Fag Break",7.5,2
90111,Blue Hibiscus  Hair Clip,7.35,6
35001P,Hand Open Shape Pink,6.98,2
85230D,Vanilla Scented Votive Candle,6.959999999999999,1
85230C,Rose Scented Votive Candle,6.959999999999999,1
21852,Empire Teddy,6.95,1
48173A,Door Mat Blue Flock,6.75,1
37484,English Rose Tea For One Gift Box,6.75,1
90187A,Blue Drop Earrings W Bead Cluster,6.7,1
20678,Large Black Diamante Hairslide,6.6,1
20858,Silver Purse Gold Pink Butterfly,6.6,1
90082C,Diamante Bow Brooch White Colour,6.35,1
79140,Ass Windproof Marijuana Lighters,6.3,2
37408,Assorted Design Geisha Girl Mugs,6.25,1
82072,White Wood Single P/Frame,6.25,3
20673,Strawberries Print Bowl,6.25,2
90214W,"Letter ""W"" Bling Key Ring",5.9799999999999995,3
90000C,Opal White/Silver Flower Necklace,5.95,1
72751C,"F.Fairy S/3 Sml Candle, Rose",5.95,1
72751B,"F.Fairy S/3 Sml Candle, Lavender",5.95,1
72751A,"F.Fairy S/3 Sml Candle,Lily/Valley",5.95,1
37409,Assorted Design Flower Mugs,5.949999999999999,3
35821P,"Jewelled Decoration,Pink",5.9,2
35823P,"Acrylic Bead Garland,Pink",5.9,2
90011A,Midnight Blue Crystal Drop Earrings,5.9,2
79303A,White Rohmbic Block Table Lamp,5.9,1
20882,Modern Christmas Tree Candle,5.9,1
90183C,Black Drop Earrings W Long Beads,5.9,2
84247J,Pack/12 Russian Doll Cards,5.9,2
90130C,Green Stone/Crystal Earrings,5.9,2
18098A,Pink Porcelain B'Fly Oil Burner,5.9,2
85186B,Bunny Bunch Of Flowers,5.88,2
35051B,Pink Beaded Cone Christmas,5.88,2
35537,Candle Ring W/Clear Beads,5.46,3
21838,Daddy Mouse Red Gingham Bow Tie,5.45,1
84201B,Happy Birthday Card Stripey Teddy,5.32,6
35751D,Pink Current Candle Ring,5.32,1
16215,Funky Girlz Magnetic To Do List,5.2,3
90054,Cracked Glaze Earrings Red,5.1,2
71101A,Angel On Knees Metal Pole 100Cm H,5.1,1
84942,Kashmir Folkart Heart Dishes,5.07,3
85232C,Russian Folkart Stacking Tins,4.95,1
37451,Ceramic Cake Teapot With Cherry,4.95,1
85043,Red Heart Candy Pop Lights,4.95,1
90214U,"Letter ""U"" Bling Key Ring",4.7299999999999995,2
45014,Folding Shirt Tidy,4.65,1
81953B,Round Articulated Blue Clock W/Suck,4.64,6
79151B,"Silicon Cube 25W, Blue",4.62,2
79157B,Ubo-Light Triobase Blue,4.25,3
21409,Spotty Cockerel Doorstop,4.25,1
79157V,Ubo-Light Triobase Purple,4.25,3
72752A,"F.Fairy,Candle In Glass,Lily/Valley",4.25,1
90125E,Amber Bertie Glass Bead Bag Charm,4.2,2
84255A,Pink Glass Cocktail Lamp,4.2,2
20877,Modern Christmas Bauble Candle,4.2,3
20884,Modern Christmas Tree Candle,4.2,2
37432,Mug Pink And Purple Arabic Design,3.9,1
72084B,Chocolate Ice Cream Candle,3.9,1
16010,Folding Camping Scissor W/Knif & S,3.84,4
35974,S/6 Christmas Tree Place Setting,3.75,1
90128D,Purple Leaves And Beads Phone Char,3.75,2
